"ID","Exporter","E-mail Address","Postal Address","Physical Address","Location","Registration Date","Renewal Date"
"STHLINE1","Southline Limited"," "," ","6 Rogers St","Nelson","28/04/2010","20/01/2022"
"SM71","Specialty Meats Limited","andrew.irvine@specialtymeats.co.nz"," ","8 Cameron Street, Hawera","Taranaki 4610","3/02/2021","3/02/2022"
"SNE01","Spice N Easy NZ Limited","info@spiceneasy.co.nz","PO Box 101413 North Shore Auckland 0745","Unit B/253 Archers Road, Wairau Valley","Auckland 0627","30/11/2017","30/11/2021"
"SFH1","Spray-Free Holdings Limited","andy@drillers.co.nz","46 Bennett Road RD2 Hastings 4172","46 Bennett Road, RD 2","Hastings","9/02/2017","9/02/2022"
"SPRING15","Spring Sheep Dairy NZ Limited Partnership","nicola.roberts@springsheep.co.nz","PO Box 91129 Victoria St West Auckland 1142","Spring Sheep Dairy Level 7 16 Kingston Street","Auckland 1010","20/08/2015","20/08/2021"
"SBH01","Springbank Honey Limited","steven@springbankhoney.com","1227 Oxford Road Rangiora 7471","1227 Oxford Road","Rangiora 7471","16/02/2021","16/02/2022"
"STANCOM01","Standard Commodities NZ Limited","craig@stancom.co.nz","PO Box 17 681 Sumner Christchurch 8840","42 Marriner Street, Sumner","Christchurch 8081","25/08/2016","25/08/2021"
"2STANDARD","Standard Wool (NZ) Limited NZ Agent for Standard Wool (UK) Limited","info@stdwoolnz.co.nz","5 Ross Street Darfield 7510 New Zealand","5 Ross Street","Darfield 7510","1/10/2008","1/10/2021"
"4STANDARD","Standard Wool (NZ) Limited","jess@stdwoolnz.co.nz","P.O. Box 53 West Coast Road Darfield 7510","5 Ross Street","Darfield 7510","14/01/2015","3/12/2021"
"SEAFOOD01","Star Fish Supply Limited","annette@star-fish.co.nz","PO Box 12028 Ahuriri Napier 4144","27 Dunlop Road, Onekawa","Napier 4110","1/11/1999","1/05/2022"
"STARBIO1","Starboard Bio Limited","Compliance@ovation.co.nz","PO Box 2646 210 Maraekak aho Road Hastings 4153","1st floor, 210 Maraekakaho Road, Stortford Lodge","Hastings 4120","21/10/2015","21/10/2021"
"STARFISH15","STARFISH INTERNATIONAL LIMITED","ying.zhao@istarfish.co.nz","11/368 Queen Street Auckland Central Auckland 1010","11/368 Queen Street","Auckland 1010","22/05/2017","22/05/2021"
"666","Starway Limited","LHJJY@263.net"," ","7A Tumanaka Place Henderson","Auckland 0612","8/10/2019","8/10/2021"
"STEF1","Stef the Maori Limited","stefthemaori@gmail.com","PO Box 128, Kaikohe 0440","10 Remuera Settlement Road, Ohaeawai RD2","Kaikohe 0472","17/05/2021","17/05/2022"
"ELN1135","Stella Foods New Zealand Limited","sarah@stellafds.co.nz","PO Box 14224 Christchurch Airport Christchurch 8544","384a Memorial Ave, Burnside","Christchurch 8053","16/07/2015","16/07/2022"
"STELLAR20","Stellar International Limited NZ agent for Cottee Group Pty Limited","paula@stellarint.co.nz","PO Box 59-264 Mangere Bridge Auckland 2151","Unit 3, 113 Pavilion Drive, Airport Oaks, Mangere","Auckland","30/04/2020","30/04/2021"
"BGRADE100","Stellascapes NZ Limited","andrew.frazer@stellascapes.com"," ","6 Paekakariki Hill Road","Porirua 5381","15/07/2020","15/07/2021"
"BEESRUS3","Stephen Robert Black & Fiona Black trading as BEES-R-US","bees@beesrus.co.nz","PO Box 924 Taranaki Mail Centre New Plymouth 4340","77 Leith Road, RD 4","New Plymouth","24/01/2019","24/01/2022"
"P1937","Sticky Fingers Honey and Pollination 2018 Limited","stickyfingershoney2018@gmail.com"," ","42 Ferry Road, West Plains","Invercargill 9879","31/10/2018","31/10/2021"
"STO12","STO Express (New Zealand) Limited","worklewis@hotmail.com"," ","40E Andromeda Crescent, East Tamaki","Auckland 2013","10/06/2016","10/06/2022"
"SLP6","Streamland Honey Group Limited","cyrus.cheng@nzstreamland.com","33 Geddes Road Koutu Rotorua 3010","33 Geddes Road, Koutu","Rotorua 3010","28/03/2014","28/04/2022"
"STREAM22","Streamlands Export NZ Limited","macdonald@ext.canterbury.ac.nz","33 Skyedale Drive, Harewood, Christchurch 8051","22 Kotzikas Place, Sockburn","Christchurch","14/09/2017","14/09/2021"
"SUKI177","Suki Bakery Limited","jeff@sukibakery.com"," ","20 Sarah Todd Lane, Waimauku","Auckland 0812","5/12/2017","20/01/2022"
"SULKEM1","Sulkem Company Limited","nimih@bluerock.co.nz","Unit B & C 373 Neilson Street Penrose 1061 Auckland","Unit B & C 373 Neilson Street Penrose","Auckland","17/01/2019","17/01/2022"
"SGA1","Summerglow Apiaries Limited","james@summerglow.co.nz","131 Richards Road RD 8 HAMILTON 3288","131 Richards Road, RD 8, Te Kowhai","Hamilton","27/10/2016","12/07/2022"
"CUST7","Summerhill NZ Limited","oznz3@xtra.co.nz","PO Box 129 Cust 7444","212 Elliotts Rd","Rangiora 7471","26/04/2018","26/04/2021"
"SUNLIFENZ3","Sun Life Nutritionals Enterprise Corporation of New Zealand Limited","shania.qiu@sunlife.co.nz","4 Yacht Place Bucklands Beach Auckland 2012","110 Hugo Johnston Drive, Penrose","Auckland 1061","4/10/2017","4/10/2021"
"SUNPET1","Sunday Pets Limited","info@sundaypets.com","PO Box 11153 Palm Beach Papamoa 3151","269 Jellicoe Street","Te Puke 3110","31/05/2012","31/05/2022"
"NORTHEXIM9","Sunil Kumar trading as NorthlandExim NZ / Bee & Bee","sunilkaruthedath@gmail.com","47 Tarewa Road Morningside Whangarei 0110","47 Tarewa Road, Morningside","Whangarei","17/02/2021","17/02/2022"
"SUNLING1","Sunling Natural Products Limited","sunling3816@xtra.co.nz","PO Box 6668 Upper Riccarton Christchurch 8442","12 Michelle Road, Sockburn","Christchurch 8042","1/11/1999","1/05/2022"
"SUNNYA2020","SUNNYA PTY. LTD.","hansun@neurio.com.au"," ","33a William Pickering Drive","Auckland 0632","28/04/2020","28/04/2022"
"SHUANG01","Sunnyland New Zealand Limited","richardren888@gmail.com","59 Kilimanjaro Drive Northpark Auckland 2013","59 Kilimanjaro Drive, Northpark","Auckland 2013","6/01/2014","16/10/2021"
"SUNSHINE01","Sunshine Trading Limited","yangguang.co.nz@gmail.com"," ","18A Neilpark Drive, East Tamaki","Auckland 1050","10/10/2019","10/10/2021"
"SUNWAVE12","Sunwave New Zealand International Company Limited","maria@sunwave.co.nz","67 Great North Road Grey Lynn Auckland 1021","67 Great North Road, Grey Lynn","Auckland","30/04/2018","30/04/2022"
"SODL1","Super Organic Dairy Company Limited","nataliedang88@gmail.com","8A Hubert Henderson Place Remuera Auckland 1050","Waikino Station, Te Putu Road,","Waihaha 3381","4/07/2017","30/06/2021"
"SINODAIRY8","Supermega Market Limited","fteam@supamega.co.nz","26 Waipareira Avenue Henderson Auckland 0610","26 Waipareira Avenue, Henderson","Auckland 0610","22/03/2018","22/03/2022"
"SUP888","Supermilkbaba (NZ) Limited","seasonbuy@qq.com","4 Gilmore Place Burnside Christchurch 8053","Unit 1, 31 Tyne Street, Addington","Christchurch 8011","12/02/2020","12/02/2022"
"SYR1","Superyacht Relief Limited","rossco@syr.co.nz","2B/3 Northside Drive Westgate Auckland 0814","2B/3 Northside Drive, Westgate","Auckland","23/06/2020","23/06/2022"
"NZCHN01","SYNERGETIX INTERNATIONAL TRADING LIMITED","lewis_synergetix@outlook.com"," ","Smales Farm, 72 Taharoto Road, Takapuna","Auckland 0618","12/12/2019","12/12/2021"
"SNL1","Synergy Nutrition Limited","barrymonk@cambricare.com","PO Box 97801 Manukau City 2241","13 Aerovista Place, Wiri","Auckland","1/12/2015","2/11/2021"
"SYNLAIT4","Synlait Milk Limited","danielle.henare@synlait.com"," ","1028 Heslerton Road RD 13","Rakaia 7783","23/12/2009","10/10/2021"
"SYNLAIT868","Synlait Milk Limited","accounts@synlait.com","89 Richard Pearse Drive Mangere Auckland 2022","89 Richard Pearse Drive, Mangere","Auckland","28/08/2017","30/08/2021"
"TONYQ1982","T & F International Trading Limited","tony-quan@hotmail.com","48 Meadway Sunnyhills Auckland 2010","48 Meadway, Sunnyhills","Auckland 2010","8/01/2021","8/01/2022"
"6496692","T&S Snacks Limited","meatme@illybites.com","55 Scoria Crescent Stonefields Auckland 1072","55 Scoria Crescent, Stonefields","Auckland 1072","11/06/2020","11/06/2021"
"TAHI3","Tahi Estate Limited","admin@tahinz.com","1824 Pataua North Road RD5 Whangarei 0175","1824 Pataua North Road","Whangarei 0175","13/08/2012","13/05/2022"
"TAHI1","Tahi Pacific (NZ) Limited","prakashp@tahipacific.com","Level 4B, 19 Great South Road, Epsom, Auckand","586 Oruarangi Road, Mangere","Auckland 2013","25/05/2004","25/05/2022"
"TAHUNAAP2","Tahuna Apiaries Limited","tahunaapiaries@gmail.com","1469 Morrinsville Tahuna Road RD 3 Morrinsville 3373","1469 Morrinsville Tahuna Road, RD 3","Morrinsville","18/11/2020","18/11/2021"
"TTHONEY3","Tai Tokerau Honey Limited","taitokerauhoney@gmail.com","4 Milky Way Kaitaia 0410","4 Milky Way","Kaitaia","27/01/2016","27/01/2022"
"TEL1","Takamatua Exports Limited","takex@kinect.co.nz","203 Karaka Road Thames 3500","203 Karaka Road","Thames","28/09/2015","1/10/2021"
"TSF501","Takitimu Seafoods Limited Partnership","compliance@takitimuseafoods.co.nz","PO Box 12137 Ahuriri Napier 4144","Cnr Pandora Road and West Quay, Ahuriri","Napier 4144","2/04/2019","2/04/2022"
"TALBOT7852","Talbot Forest Cheese Limited","Steve.McComb@dairyworks.co.nz","PO Box 156 Temuka","29 King Street South","Temuka","23/05/2019","22/07/2021"
"FEL103FREE","Talley's Group Limited","andrew.lucas@talleys.co.nz","Po Box 5 Port Motueka","Ward Street, Port Motueka","Motueka","31/07/2020","31/07/2022"
"FEL103","Talley's Group Limited","andrew.lucas@talleys.co.nz","Po Box 5 Port Motueka","Ward Street, Port Motueka","Motueka","1/11/1999","7/11/2021"
"TL1","Talley's Limited","andrew.lucas@talleys.co.nz","PO BOX 5 Port Motueka Motueka","1 Ward Street","Motueka","9/09/2020","9/09/2021"
"MYOHO99","Tamai Company Limited","tamaico12@gmail.com"," ","69 Weld Street, Wadestown","Wellington 6012","5/01/2021","5/01/2022"
"TARA1","Tara Exports Limited","tara@tropex.co.nz","PO Box 24130 Royal Oak Auckland 1345","Export House, Level 2, 707 Mt Albert Rd, Royal Oak","Auckland 1023","1/11/1999","1/05/2022"
"TARAINT1","Tara International Limited","alison@taraint.co.nz","PO Box 24130 Royal Oak Auckland 1345","707 Mt Albert Rd, Royal Oak","Auckland 1023","6/11/2006","1/05/2022"
"TBEXTRACT1","Taranaki Bio Extracts Limited","kane@taranakibioextracts.co.nz","125 Leach St New Plymouth 4312 New Zealand","57 Kohiti Road","Okaiawa","9/02/2015","13/01/2022"
"THP2014","Taranaki Petfoods Limited","grant.kenny@hotmail.com","85 Sealy Road RD 4 Omata New Plymouth 4374","278 Surrey Hill Road, Oakura","Taranaki","31/05/2016","21/07/2021"
"TASBAYFG1","Tasman Bay Food Co Limited","sales@tasmanbay.co.nz","PO Box 38 Brightwater NELSON 7051","61 Factory Road, Brightwater","Nelson","17/06/2008","15/08/2021"
"TASMAN166A","Tasman Coldstore Limited","brendan@tasmancoldstore.co.nz","20-26 Bullen Street Tahunanui Nelson 7011","6 Orion Street, Tahunanui","Nelson","10/01/2019","10/01/2022"
"TASMAN1","Tasman Coldstore Limited","brendan@tasmancoldstore.co.nz","20-26 Bullen Street Tahunanui Nelson 7011","20-26 Bullen Street, Tahunanui","Nelson 7011","11/12/2014","1/02/2022"
"TES1","Tasman Export Solutions Limited","tony@tasmanexports.co.nz","PO Box 4645 Mount Maunganui 3149","59 Campbell Road Mount Maunganui","Tauranga","23/11/2018","23/11/2021"
"THL10","Tasman Harvesters Limited","ak@tharvesters.com","Plaza Level 41 Shortland Street Auckland 1010","Plaza Level, 41 Shortland Street","Auckland","21/01/2020","1/11/2021"
"TASMANSEA1","Tasman Seafoods (2010) Limited","office@tasmanseafoods.co.nz","11 Echodale Place Stoke Nelson 7011","11 Echodale Place, Stoke","Nelson","6/05/2010","6/05/2022"
"NZLL1","Tasman Tanning South Island Limited","graeme.conway@ttsi.co.nz","PO Box 2051 Washdyke TIMARU 7941","122 Meadows Road, Washdyke","Timaru","13/01/2000","17/04/2022"
"TASMAN01","Tasman Velvet Processors Limited","tasmanvelvet@xtra.co.nz","PO Box 10225 Ferry Road Phillipstown Christchurch 8145","15 Lismore Street, Waltham","Christchurch 8011","19/11/2012","19/11/2021"
"TAUATAINA1","Tauataina Freight Services Limited","freepenisa_01@hotmail.com","Otahuhu Auckland 1062","5 Fairburn Road","Otahuhu 1062","9/09/2020","9/09/2021"
"USHONCOM01","Taylor Pass Honey Co (USA) Limited","Richard.Hopkins@taylorpasshoney.co.nz","829 Taylor Pass Rd RD 4 Blenheim 7274 New Zealand","829 Taylor Pass Road, RD4","Blenheim 7274","18/05/2018","22/07/2022"
"HONCOM02","Taylor Pass Honey Co Limited","Richard.Hopkins@Taylorpasshoney.co.nz","829 Taylor Pass Road RD4 Blenheim 7274","829 Taylor Pass Road, RD4","Blenheim","7/02/2019","7/02/2022"
"TPL1","Taylor Preston Limited","alisa.taylor@tpl.co.nz","Private Bag 13908 Johnsonville WELLINGTON 6440","Kiwi Point, Centennial Drive, Ngauranga Gorge, Johnsonville","Wellington","7/07/2015","1/05/2022"
"TPL2","Taylor Preston Limited","alisa.taylor@tpl.co.nz","Private Bag 13908 Johnsonville WELLINGTON 6440","Kiwi Point, Centennial Drive, Ngauranga Gorge, Johnsonville","Wellington","7/07/2015","9/05/2022"
"TCIVETS1","TCI Veterinary Services Limited","becky@tcivets.co.nz","129 Ranfurly Road Feilding 4702","25 Manchester Street","Feilding 4702","20/11/2018","20/11/2021"
"TEKAI01","Te Kaihoko Limited trading as The Merchants","Melanie@TheMerchants.nz","PO Box 47062 Ponsonby Auckland 1144","4/6 School Lane","Whangarei","16/08/2018","16/08/2021"
"TK19A1","Te Kapu Apiaries Limited","tekapu-apiaries@xtra.co.nz","34 Frasertown Frasertown 4163 New Zealand","19 Russell Parade Frasertown","Wairoa 4193","28/02/2020","28/02/2022"
"1091","Te Kuiti Meat Processors Limited","compliance@ovation.co.nz","PO Box 169 85 Ahuroa Road TE KUITI 3971","85 Ahuroa Road, RD 2","Te Kuiti","6/07/2015","1/05/2022"
"TMOYSTERS1","Te Matuku Oysters Limited","duana@tematukuoysters.co.nz","13A Tahi Road Ostend Waiheke Island Auckland 1081","13A Tahi Road, Ostend, Waiheke Island","Auckland","1/04/2020","1/04/2021"
"TEWHANGAI1","Te Whangai Partnership","del@wnation.net.nz"," ","638 Lindsay Road, Rd3","Waipukurau","10/07/2020","10/07/2021"
"TEGEL1","Tegel Foods Limited","Liam.Glasgow@tegel.co.nz","Private Bag 99927 Newmarket AUCKLAND 1149","Level 1, 33 Broadway, Newmarket","Auckland","25/09/2002","25/10/2021"
"TT01E","Tempest Trading Limited","ejaveyard@gmail.com","34 Ngaiwi Street Orakei Auckland 1071","34 Ngaiwi Street, Orakei","Auckland","28/09/2017","28/09/2021"
"TSPL001","Tensindo Sports Pte Ltd","heriawanyo@gmail.com"," ","1 Scotts Road #24-10","Singapore 228208","14/12/2020","14/12/2021"
"TRZ01","TERRECE NZ CO LIMITED","sunnybaby0806@gmail.com"," ","97A Sunrise Ave, Murrays Bay","Auckland 0630","23/09/2020","23/09/2021"
"TBH720","The Bee House Limited","rajaie.ghashi@gmail.com","52/182 Flat Bush School Road Auckland 2019","52/182 Flat Bush School Road","Auckland","23/04/2021","23/04/2022"
"QUEENBEEZ1","The BeeKeepers Honey Limited","info@thebeekeepershoney.nz","PO Box 76230 Northwood Christchurch 8548","763 Poyntzs Road, RD 6","Rangiora 7476","7/06/2018","7/06/2021"
"TCBNZ1","The Casing Boutique Limited","info@thecasingboutique.co.nz","PO Box 128477 Remuera Auckland 1541","18 Aerovista Place, Wiri","Auckland","24/10/2018","24/10/2021"
"FEATHER66","The Feather Factory Limited","leoz@austfeather.com","29 Oliver Street Cambridge 3434","29 Oliver Street","Cambridge 3434","30/04/2020","23/02/2022"
"TFIL1","The First International Limited","info@the1st.co.nz","PO Box 101669 North Harbour Auckland 0745","Unit 5/18 Link Drive, Glenfield","Auckland","13/07/2020","13/07/2021"
"LEADTONE17","The First Light Export Import Limited","brian@thermicglobal.com"," ","30 Ocean Park, Wainui Beach","Gisborne","22/12/2016","22/12/2021"
"TFW8","The Fish Wharf Limited","charshealim@thefishwharf.com","22 Eastern Hutt Road Wingate Wellington 5019","22 Eastern Hutt Road, Wingate","Wellington 5019","24/02/2021","24/02/2022"
"FRENZS01","The Free Range Egg & Poultry Co. Limited","michelle@frenzeggs.co.nz","P O Box 707 Pukekohe 2340 Auckland","Cnr Crosbie Road & Manukau Road, Pukekohe","Auckland","20/12/2017","20/12/2021"
"GOODPIES1","The Goodtime Pie Co North Limited","paul@goodtime.co.nz","PO Box 3341 Onekawa 4142","35 Turner Place, Onekawa","Napier","5/09/2017","5/10/2021"
"HEALTHLAB1","The Health Lab Limited","david.tradenz@gmail.com","PO BOX 300346 Albany Northshore City 0752","4/10 Canaveral Drive, Rosedale","Auckland 0632","27/08/2020","27/08/2021"
"HCL1","The Honey Collection Limited","georgie@honeycollection.co.nz"," ","69 Grove Road, Mayfield","Blenheim 7201","31/10/2019","31/10/2021"
"HUKAHONEY1","The Honey Hive (2018) Limited trading as Huka Honey Hive","mark@hukahoneyhive.com","PO Box 1272 Taupo 3351","65 Karetoto Road, Wairakei","Taupo","9/06/2020","9/06/2022"
"THPNZ2021","The Honey People Limited","hello@goodandgooey.co.nz"," ","49 Vista Lane, RD2","Kaiwaka 0573","29/03/2021","29/03/2022"
"THTNZ1","The Honey Team New Zealand Limited","sales@honeyteam.co.nz","PO Box 653 Kerikeri 0245","27 Access Road","Kerikeri","24/12/2018","24/12/2021"
"LITTLEOAK1","The LittleOak Company Limited","jessica.needham@thelittleoakcompany.com"," ","1 Melody Lane","Hamilton 3216","17/07/2019","17/07/2021"
"TLC1","The Lobster Co (TLC) Limited","thelobsterco@xtra.co.nz","P.O. Box 304 WHITIANGA 3542","247 South Highway","Whitianga","3/12/2014","30/01/2022"
"MSPIKE1","The Marlinspike Trading Co. Limited","marlinspikenz@gmail.com","P.O. Box 325 Wanaka 9343 OTAGO","18 Penrith Park Drive, Wanaka","Otago","1/11/1999","17/04/2022"
"TMABH1","The Mind and Body Health Company Limited","mmilburn821@gmail.com"," ","5 Craigie Lea Road, Rd 3","Masterton 5883","13/07/2020","13/07/2021"
"COOKIE68","The Naked Honey Pot Limited","gmoyle@xtra.co.nz","67 Hetley Crescent Taradale Napier 4112","67 Hetley Crescent, Taradale","Napier","28/09/2018","30/09/2021"
"PETTREATS1","The Natural Pet Treat Company Limited","treat1@pettreats.co.nz","PO Box 60-485 Titirangi Auckland 0642","11-13 Lansford Crescent, Avondale","Auckland","15/10/2015","8/08/2022"
"NEATMEAT1","The Neat Meat Company Limited","andy@neatmeat.com","P O Box 22438 Otahuhu Auckland 9610","22 Bell Avenue, Mt Wellington","Auckland","13/08/2010","24/06/2022"
"NZFGCL1","THE NEW ZEALAND FARMED GOODS COMPANY LIMITED","info@nzluxurygroup.com"," ","82 Perry Street Papanui","Christchurch 8053","12/03/2020","12/03/2022"
"NZFC1","The New Zealand Food Company Limited","john@nzfoodco.com","P.O. Box 137 336 Parnell Auckland 1151","72A The Concourse, Henderson","Auckland","10/06/2019","10/06/2022"
"FEL256","The New Zealand King Salmon Co. Limited","denver.mcgregor@kingsalmon.co.nz","P O Box 1180 NELSON 7040","10-18 Bullen Street, Tahunanui","Nelson","1/11/1999","1/05/2022"
"NZM1","The New Zealand Merino Company Limited","finance@nzmerino.co.nz","PO Box 25160 Victoria Street Christchurch 8144","Level 2, 123 Victoria Street","Christchurch 8144","12/05/2004","17/04/2022"
"PIE1","The Old Fashioned Pie Company Limited","sales@whoateallthepies.co.nz"," ","46 Glasgow Street, South Dunedin","Dunedin 9013","17/05/2021","17/05/2022"
"ORGFARM21","The Organic Farm Butchery Limited","mat@theorganicfarm.co.nz","300 Eastbourne Street West HASTINGS 4122","300 Eastbourne Street West","Hastings 4122","22/02/2021","22/02/2022"
"PCIL1","The Produce Company International Limited","john.stokes@produce.co.nz","25 Hannigan Drive St Johns Auckland 1072","25 Hannigan Drive, St Johns","Auckland","26/11/2018","26/11/2021"
"PCL1","The Produce Company Limited","varunpreet@produce.co.nz","25 Hannigan Drive Saint Johns Auckland 1072","25 Hannigan Drive, St Johns","Auckland 1072","4/05/2004","4/05/2022"
"PURE13","The Pure Food Co Limited","maia@thepurefoodco.co.nz","PO Box 47804 Ponsonby Auckland 1144","180b Savill Drive, Otahuhu","Auckland 2024","14/02/2018","16/04/2022"
"NZPARROT01","The South African Restaurant Group Limited","willem@sawholesale.co.nz","21 South End Avenue Raumanga Whangarei 0110","21 South End Avenue","Raumanga 0110","16/11/2011","16/11/2021"
"TASTAN1","The Tasman Tanning Company Limited","ttasker@tastan.co.nz","PO Box 217 WANGANUI 4540","325 Heads Road, Castlecliff","Wanganui 4501","16/12/1999","1/05/2022"
"TATUA34EX","The Tatua Co-operative Dairy Company Limited","anita.mcelligott@tatua.com","Private Bag 800 MORRINSVILLE 3340","State Highway 26, TATUANUI","Morrinsville","14/12/2009","1/07/2022"
"TTHC1","The True Honey Co Limited","steph@truehoney.co.nz","PO Box 109 Dannevirke 4942","9 Oringi Road","Dannevirke 4930","30/01/2017","26/11/2021"
"CHRITON2","The Village Honey Company Limited","chriselmsly@gmail.com","46 Hall Road RD 9 Te Puke, PAENGAROA 3189","46 Hall Road, RD 9, Te Puke","Paengaroa 3189","9/04/2014","9/04/2021"
"TWHC2020","The Wright Honey Co Limited","thewrighthoneyco@icloud.com","PO Box 78 Cust 7444","1703 Cust Road","Cust 7471","24/08/2020","24/08/2021"
"MAGICK7495","TheHoneyman Limited","baer@honeyman.co","PO Box 56-234 Dominion Road Auckland 3146","Level 15, 34 Shortland Street, Auckland Central","Auckland 1010","12/02/2020","12/02/2022"
"GIBCO1","Thermo Fisher Scientific New Zealand Limited","peter.airey@thermofisher.com","PO Box 12-502 Penrose Auckland 1642","18-24 Botha Road Penrose","Auckland 1061","28/06/2007","24/05/2022"
"TICO8","Ticoplus Limited","mujin80@hotmail.com","21 Raelene Place Massey Auckland 0614","21 Raelene Place, Massey","Auckland 0614","27/03/2018","3/04/2021"
"TILIQUA2","Tiliqua Limited","kevin@tiliqua.nz","4980 State Highway 12 RD2 Ruawai 0592","4980 State Highway 12, RD2","Ruawai 0592","2/06/2020","2/06/2021"
"TM138","Tim Mair Limited","nick.mair21@yahoo.co.nz"," ","134 Henry Road, RD3","Katikati 3170","10/05/2019","27/08/2022"
"TIPTOP11","Tip Top Ice Cream Company Limited","martin.utschig@tiptop.co.nz","P O Box 722 Shortland Street AUCKLAND 1140","113 Carbine Road, Mt Wellington","Auckland 1060","24/03/2014","9/08/2021"
"TGAL2014","Tiritea Gold Apiaries Limited","tipsta03@hotmail.com"," ","277 Turitea Road","Palmerston North 4472","12/11/2020","12/11/2021"
"TK2020","TK Import & Export Limited","info@tkglobalexports.co.nz","PO Box 200024 Papatoetoe Central Auckland 2156","98A Kolmar Road Papatoetoe","Auckland 2025","27/01/2020","27/01/2022"
"TMALLNZ1","Tmall Trading Limited","michael.sheng@hkhlstrading.com","13/180 Montgomerie Road Mangere Auckland 2022","Unit 13, 180 Montgomerie Road, Mangere","Auckland 2022","1/03/2019","1/03/2022"
"TFC2002","Tokyo Food Company Limited","custom@tokyofood.co.nz","PO Box 132169 Mt Wellington Auckland 1060","Unit A 37-41 Carbine Road, Mt Wellington","Auckland 1060","28/05/2019","29/07/2021"
"TOMAHAWK1","Tomahawk Honey Limited","tomahawkhoney@gmail.com"," ","85 Glandovey Road, Fendalton","Christchurch","22/06/2016","22/06/2022"
"TPP1","Tomoana Pelt Processors Limited","dmrp@lowecorp.co.nz","PO Box 1260 Hastings 4156","Johnston Way Road, Whakatu","Hastings","29/10/1999","1/05/2022"
"TONGQU1","TONGQU TRADING GROUP LIMITED","453224629@qq.com"," ","33 Hapua Street Remuera","Auckland 1050","6/11/2018","6/11/2021"
"2XT2","Too-Ticki Limited","tootickiltd@gmail.com","109 Tuna Place, Whangamata 3691","25b Fisher Road","Waihi 3681","25/06/2020","25/06/2021"
"NZTH88","Top Health Trading Limited","nztophealth@gmail.com","84D Riccarton Road Riccarton Christchurch 8011","84D Riccarton Road","Christchurch","18/10/2016","18/10/2021"
"TOPLIN1","Toplin NZ Limited","sales@toplinnz.co.nz"," ","49 Queens Rd, Panmure","Auckland","26/01/2021","26/01/2022"
"TARARUA16","Totally Vets Limited trading as Tararua Breeding Centre","office@tararuabreedingcentre.co.nz","80541 Masterton Road RD3 Woodville 4999","80541 Masterton Rd, RD3","Woodville 4999","18/07/2013","18/07/2021"
"TSNZLTD1","Tradeskins (NZ) Limited","peter@tradeskins.nz","PO Box 13113 Green Island Dunedin 9052","6-8 Boomer Street, Green Island","Dunedin","17/02/2020","17/02/2022"
"TCL1","Tradexport Corporation Limited","mchang@tradexport.co.nz","P O12 Gannet Point Rothesay Bay Auckland 0630","12 Gannet Point, Rothesay Bay","Auckland","1/11/1999","2/05/2022"
"TAC2020","Training & Contracting Limited","thurstonkennels@gmail.com","18 Te Korari Street Marshland Christchurch 8038","18 Te Korari Street, Marshland","Christchurch","25/05/2020","25/05/2021"
"PICKFRESH1","Transtrade Marketing (NZ) Limited","richard@transtrade.co.nz","PO Box 28131 Havelock North 4130","154 Kopanga Road","Havelock North 4130","5/12/2016","5/12/2021"
"TAH1","TranzAlpine Organics Limited","office@tranzalpinehoney.co.nz"," ","111 Stranges Road, RD 4","Ashburton 7774","19/09/2013","19/09/2021"
"TREASURE12","Treasure International Limited","emailtreasureshop@gmail.com","Shop 12 Spitfire Square Christchurch 8053","Shop 12, Spitfire Square","Christchurch","18/09/2019","18/09/2021"
"TPI8","Treasure Pot Innovations Limited","richard@treasurepot.co.nz","PO Box 37078 Halswell Road Halswell Christchurch 8025","6 Halwyn Drive, Hei Hei","Christchurch 8042","1/02/2018","18/04/2021"
"TR3ASUREU","Treasure U Limited","shirley@treasureu.co.nz","73 Bushland Park Albany AUCKLAND 0632","8/ 14 Airborne Road, Albany","Auckland 0632","7/04/2016","7/04/2022"
"T4B","Trees & Bees Limited","office@treesandbees.co.nz","PO Box 9 MURCHISON 7191","151 Mangles Valley Road","Murchison","10/08/2017","10/08/2021"
"TRI2","Tricare Nutrition Limited","graeme@tricare.co.nz","369 Riddell Road Glendowie Auckland 1071","369 Riddell Road, Glendowie","Auckland","15/12/2016","15/12/2021"
"TE888","Tsengs Enterprises (NZ) Limited","tsengs@xtra.co.nz","52 Apsley Drive Avonhead CHRISTCHURCH 8042","13 Prairie Place, Hornby","Christchurch","1/11/1999","1/05/2022"
"TSJ888","TSJ & Friends Limited","accounts@keyora.co.nz","15a Douglas Alexander Parade Albany Auckland 0632","Unit L, Building 3, 100 Bush Road, Rosedale","Auckland 0632","14/06/2018","14/06/2022"
"CARNIVOR01","Tuakau Pet Food Processors Limited","haisley@carnivoro.co.nz","17 Carr Street Tuakau 2121","17 Carr Street","Tuakau","12/05/2020","12/05/2021"
"TPL01","Tuakau Proteins Limited","admin@tuakauproteins.co.nz","125 Leach Street New Plymouth 4312","15 Lapwood Road","Tuakau 2121","28/05/2015","2/06/2022"
"TUIGARDEN2","Tui Products Limited","chrisk@tuiproducts.co.nz","P O Box 4404 Mount Maunganui South Tauranga 3149","Truman Lane","Mount Maunganui","27/10/2016","3/08/2021"
"TPF475","Turks Poultry Farm Limited","lynton@turks.co.nz","111 Purcell Street Foxton 4814","111 Purcell Street","Foxton 4814","20/10/2014","11/11/2021"
